@relation abc-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R6

@attribute DAY_OF_MONTH numeric
@attribute DAY_OF_WEEK numeric
@attribute CARRIER {AA,B6,DL,EV,MQ,OO,UA,WN}
@attribute ORIGIN {JFK,LAX,DFW,ORD,BOS,DEN,EWR}
@attribute DEP_TIME numeric
@attribute DISTANCE numeric
@attribute DEP_DEL15 {notdelayed,delayed}

@data
24,4,AA,DFW,1,3,notdelayed
29,2,DL,LAX,1,0,delayed
28,1,MQ,ORD,1,1,delayed
9,3,B6,JFK,2,9,delayed
3,4,AA,DFW,2,3,delayed
10,4,AA,DFW,2,3,delayed
19,6,UA,LAX,0,9,notdelayed
26,6,AA,DFW,1,3,notdelayed
17,4,B6,JFK,0,10,notdelayed
16,3,DL,DFW,1,2,notdelayed
11,5,WN,LAX,1,0,delayed
29,2,AA,DFW,2,4,notdelayed
26,6,AA,DFW,1,0,notdelayed
8,2,OO,ORD,1,3,delayed
27,7,AA,LAX,0,10,notdelayed
7,1,B6,BOS,1,1,notdelayed
11,5,AA,DFW,1,0,notdelayed
20,7,WN,BOS,1,5,delayed
19,6,AA,DFW,2,4,delayed
2,3,MQ,ORD,1,1,notdelayed
17,4,AA,ORD,2,2,delayed
16,3,B6,JFK,2,1,delayed
16,3,UA,LAX,1,6,delayed
21,1,OO,LAX,1,0,delayed
5,6,DL,JFK,0,6,notdelayed
30,3,DL,DFW,2,2,notdelayed
2,3,UA,ORD,1,5,notdelayed
15,2,B6,BOS,2,4,delayed
8,2,MQ,ORD,1,2,delayed
6,7,MQ,ORD,1,0,notdelayed
7,1,OO,ORD,1,1,notdelayed
14,1,MQ,DFW,2,1,delayed
2,3,AA,DFW,0,2,notdelayed
14,1,EV,EWR,2,0,notdelayed
18,5,UA,ORD,2,6,delayed
17,4,WN,EWR,2,2,delayed
25,5,MQ,ORD,2,4,delayed
19,6,UA,ORD,0,1,notdelayed
23,3,OO,DEN,1,1,delayed
30,3,UA,EWR,0,5,delayed
6,7,AA,LAX,1,4,delayed
12,6,OO,DEN,1,4,notdelayed
18,5,EV,ORD,1,3,notdelayed
17,4,MQ,ORD,2,0,delayed
9,3,WN,DEN,2,1,notdelayed
21,1,OO,DEN,1,5,delayed
2,3,AA,DFW,2,0,notdelayed
18,5,DL,JFK,2,10,delayed
26,6,EV,BOS,1,0,notdelayed
25,5,UA,LAX,1,5,notdelayed
22,2,AA,DFW,1,4,notdelayed
10,4,WN,DEN,1,3,delayed
27,7,AA,LAX,2,9,delayed
13,7,OO,DEN,1,2,notdelayed
6,7,UA,ORD,0,6,notdelayed
9,3,AA,ORD,2,6,delayed
6,7,OO,ORD,1,0,notdelayed
3,4,AA,LAX,2,8,delayed
9,3,EV,ORD,1,2,notdelayed
11,5,OO,DEN,1,2,notdelayed
3,4,OO,DEN,1,3,delayed
15,2,OO,ORD,0,0,delayed
10,4,AA,DFW,1,2,notdelayed
27,7,UA,ORD,2,4,delayed
11,5,DL,LAX,2,8,notdelayed
20,7,OO,LAX,2,1,notdelayed
20,7,AA,ORD,1,3,delayed
12,6,AA,DFW,0,4,notdelayed
30,3,MQ,ORD,1,2,notdelayed
18,5,MQ,ORD,2,1,delayed
12,6,EV,DFW,0,0,notdelayed
8,2,DL,LAX,2,9,delayed
23,3,WN,DEN,2,2,delayed
5,6,UA,DEN,1,6,notdelayed
20,7,AA,DEN,0,2,notdelayed
2,3,B6,JFK,1,3,notdelayed
25,5,B6,JFK,1,6,notdelayed
17,4,OO,ORD,2,3,delayed
1,2,OO,ORD,1,2,notdelayed
8,2,AA,ORD,1,7,delayed
6,7,WN,DEN,1,4,notdelayed
12,6,WN,DEN,2,6,notdelayed
21,1,DL,LAX,2,0,delayed
17,4,UA,ORD,2,2,notdelayed
18,5,DL,LAX,1,2,delayed
1,2,B6,BOS,1,4,delayed
17,4,MQ,ORD,1,0,delayed
17,4,AA,DFW,2,6,delayed
13,7,UA,LAX,1,9,delayed
16,3,AA,LAX,1,8,notdelayed
9,3,AA,ORD,1,6,delayed
10,4,UA,ORD,1,3,notdelayed
1,2,AA,DFW,2,4,notdelayed
4,5,B6,JFK,2,9,delayed
13,7,WN,LAX,2,1,delayed
30,3,WN,LAX,1,1,notdelayed
8,2,AA,ORD,2,6,notdelayed
18,5,WN,EWR,2,2,delayed
16,3,UA,ORD,2,5,delayed
29,2,UA,EWR,1,9,delayed
11,5,B6,BOS,1,1,notdelayed
5,6,MQ,ORD,1,2,delayed
8,2,MQ,DFW,2,0,delayed
15,2,OO,DEN,1,2,notdelayed
1,2,MQ,DFW,2,0,delayed
6,7,B6,EWR,1,3,delayed
13,7,UA,EWR,2,2,delayed
24,4,UA,DEN,2,3,notdelayed
25,5,UA,DEN,1,5,delayed
12,6,AA,DFW,1,15,delayed
13,7,B6,JFK,2,0,delayed
18,5,UA,ORD,2,1,delayed
1,2,B6,BOS,1,3,notdelayed
15,2,EV,DFW,1,1,notdelayed
17,4,B6,BOS,2,4,delayed
5,6,B6,EWR,1,3,notdelayed
2,3,B6,JFK,2,1,notdelayed
1,2,OO,DEN,1,4,notdelayed
13,7,DL,LAX,2,0,delayed
16,3,WN,DEN,1,2,delayed
6,7,WN,BOS,1,5,delayed
24,4,UA,ORD,2,3,delayed
22,2,AA,ORD,2,6,notdelayed
28,1,OO,DEN,2,5,delayed
11,5,OO,ORD,0,0,notdelayed
18,5,MQ,ORD,1,1,notdelayed
23,3,MQ,DFW,1,0,notdelayed
4,5,B6,BOS,1,6,notdelayed
17,4,B6,BOS,2,0,notdelayed
16,3,AA,DFW,2,0,notdelayed
20,7,UA,ORD,1,16,delayed
3,4,AA,LAX,1,10,notdelayed
15,2,EV,DFW,1,0,notdelayed
18,5,MQ,ORD,1,2,delayed
21,1,DL,LAX,2,3,delayed
23,3,AA,DFW,1,5,notdelayed
6,7,UA,EWR,2,9,notdelayed
15,2,UA,EWR,2,8,notdelayed
30,3,AA,BOS,0,1,notdelayed
17,4,EV,ORD,2,1,notdelayed
30,3,UA,ORD,2,6,delayed
18,5,WN,DEN,2,1,delayed
9,3,DL,LAX,1,6,delayed
17,4,EV,ORD,1,1,notdelayed
2,3,AA,DFW,1,5,notdelayed
13,7,DL,LAX,1,1,delayed
2,3,UA,EWR,2,3,delayed
30,3,EV,ORD,2,0,notdelayed
17,4,EV,EWR,2,3,notdelayed
12,6,EV,DFW,1,0,notdelayed
29,2,AA,JFK,0,8,notdelayed
2,3,WN,LAX,1,1,notdelayed
13,7,AA,ORD,1,3,delayed
14,1,UA,EWR,0,5,delayed
3,4,AA,DFW,2,0,notdelayed
21,1,AA,ORD,1,1,notdelayed
6,7,UA,EWR,1,4,notdelayed
19,6,MQ,DFW,1,2,delayed
9,3,AA,DFW,1,3,notdelayed
7,1,EV,ORD,0,0,notdelayed
25,5,UA,EWR,2,10,delayed
18,5,OO,LAX,2,1,delayed
26,6,AA,DFW,2,6,notdelayed
18,5,AA,DFW,1,3,notdelayed
8,2,AA,ORD,1,6,delayed
2,3,AA,ORD,1,7,notdelayed
17,4,AA,ORD,2,4,delayed
11,5,EV,ORD,0,0,notdelayed
9,3,UA,DEN,2,5,notdelayed
14,1,AA,ORD,1,3,notdelayed
28,1,OO,LAX,1,1,notdelayed
14,1,WN,LAX,1,0,notdelayed
5,6,EV,DFW,1,0,delayed
28,1,UA,ORD,0,2,delayed
28,1,B6,JFK,1,10,delayed
14,1,WN,LAX,0,1,notdelayed
30,3,EV,ORD,1,1,notdelayed
4,5,UA,DEN,2,3,delayed
22,2,EV,DFW,1,3,delayed
30,3,AA,DFW,2,5,delayed
10,4,AA,BOS,2,5,notdelayed
11,5,WN,LAX,2,4,delayed
3,4,DL,JFK,2,7,notdelayed
27,7,B6,BOS,0,6,delayed
18,5,UA,DEN,2,1,notdelayed
4,5,B6,JFK,1,0,notdelayed
7,1,B6,JFK,2,4,notdelayed
8,2,OO,ORD,2,2,delayed
30,3,UA,DEN,1,3,delayed
4,5,AA,DFW,0,0,delayed
1,2,DL,EWR,1,2,notdelayed
24,4,AA,DFW,2,3,delayed
12,6,WN,DEN,1,6,delayed
22,2,UA,LAX,1,9,delayed
18,5,OO,ORD,1,3,notdelayed
10,4,OO,LAX,1,3,notdelayed
1,2,UA,LAX,1,1,delayed
23,3,OO,DEN,1,0,delayed
8,2,MQ,DFW,1,1,notdelayed
29,2,EV,EWR,1,0,notdelayed
9,3,EV,ORD,1,1,delayed
19,6,OO,ORD,1,4,delayed
13,7,MQ,ORD,0,1,notdelayed
20,7,UA,LAX,2,9,notdelayed
30,3,OO,ORD,1,1,notdelayed
15,2,UA,ORD,1,1,notdelayed
8,2,WN,DEN,2,3,delayed
9,3,AA,BOS,0,6,notdelayed
10,4,UA,ORD,2,2,delayed
4,5,AA,DFW,2,4,notdelayed
24,4,B6,BOS,0,1,notdelayed
26,6,AA,LAX,1,8,delayed
14,1,MQ,ORD,1,0,notdelayed
21,1,OO,LAX,1,0,delayed
13,7,UA,EWR,1,5,delayed
17,4,AA,BOS,1,5,notdelayed
8,2,EV,DFW,1,3,delayed
25,5,AA,DFW,2,3,delayed
26,6,OO,LAX,2,0,delayed
6,7,AA,DFW,2,3,delayed
28,1,AA,ORD,1,6,delayed
20,7,AA,DFW,1,4,delayed
2,3,OO,DEN,1,3,notdelayed
27,7,AA,ORD,2,3,notdelayed
21,1,DL,JFK,2,7,delayed
25,5,B6,BOS,1,1,notdelayed
8,2,UA,EWR,2,2,delayed
5,6,DL,JFK,1,6,notdelayed
11,5,AA,ORD,0,6,notdelayed
17,4,DL,DEN,1,2,delayed
11,5,AA,ORD,1,3,delayed
2,3,DL,ORD,2,1,delayed
8,2,DL,JFK,1,8,notdelayed
4,5,B6,JFK,2,0,delayed
30,3,AA,EWR,1,5,notdelayed
18,5,UA,ORD,2,1,notdelayed
20,7,MQ,ORD,1,4,delayed
9,3,OO,LAX,1,0,notdelayed
27,7,MQ,DFW,1,0,notdelayed
19,6,EV,EWR,1,2,notdelayed
9,3,EV,EWR,2,2,delayed
10,4,EV,ORD,2,0,delayed
15,2,OO,ORD,2,0,delayed
21,1,MQ,ORD,2,1,notdelayed
13,7,MQ,DFW,1,1,delayed
25,5,B6,EWR,2,0,notdelayed
3,4,UA,LAX,2,9,notdelayed
15,2,OO,LAX,1,1,delayed
18,5,WN,LAX,2,1,delayed
20,7,EV,ORD,2,2,delayed
17,4,OO,DEN,2,1,notdelayed
4,5,EV,DFW,2,1,notdelayed
18,5,OO,ORD,1,1,delayed
3,4,OO,LAX,2,0,delayed
29,2,UA,ORD,2,3,notdelayed
27,7,UA,LAX,0,9,delayed
16,3,AA,DFW,2,4,notdelayed
25,5,DL,BOS,1,2,delayed
23,3,OO,LAX,2,2,delayed
7,1,AA,EWR,1,2,notdelayed
23,3,OO,LAX,2,1,notdelayed
4,5,AA,ORD,1,3,delayed
10,4,OO,DEN,1,2,delayed
3,4,AA,DFW,1,4,notdelayed
11,5,OO,ORD,2,1,delayed
22,2,AA,LAX,1,9,delayed
11,5,UA,ORD,1,1,delayed
11,5,WN,DEN,1,3,delayed
8,2,UA,DEN,2,3,notdelayed
18,5,AA,DFW,2,2,notdelayed
10,4,UA,BOS,2,0,delayed
24,4,AA,DFW,2,5,delayed
25,5,AA,LAX,1,9,notdelayed
8,2,UA,ORD,1,2,delayed
8,2,AA,DFW,1,0,notdelayed
3,4,WN,DEN,1,3,notdelayed
21,1,AA,DEN,1,6,notdelayed
30,3,AA,ORD,1,2,delayed
8,2,AA,DFW,2,3,delayed
11,5,AA,JFK,1,2,delayed
30,3,AA,ORD,1,6,notdelayed
29,2,UA,ORD,1,7,delayed
27,7,EV,ORD,1,3,notdelayed
10,4,UA,DEN,2,6,delayed
1,2,B6,ORD,1,2,notdelayed
23,3,DL,BOS,1,3,delayed
1,2,OO,ORD,0,2,delayed
1,2,UA,ORD,2,1,notdelayed
9,3,UA,DEN,1,3,notdelayed
20,7,B6,JFK,0,0,notdelayed
30,3,B6,JFK,2,7,delayed
10,4,B6,JFK,2,3,delayed
22,2,DL,EWR,2,2,delayed
15,2,UA,DEN,2,3,notdelayed
4,5,AA,DFW,2,6,notdelayed
9,3,AA,DFW,1,6,delayed
3,4,AA,DFW,1,4,delayed
10,4,AA,DFW,1,4,delayed
15,2,OO,DEN,1,3,delayed
28,1,AA,ORD,2,3,delayed
8,2,B6,BOS,2,9,delayed
18,5,OO,ORD,1,0,notdelayed
28,1,B6,JFK,2,0,notdelayed
17,4,UA,DEN,1,3,delayed
25,5,EV,ORD,2,1,notdelayed
12,6,EV,DFW,1,1,notdelayed
9,3,AA,EWR,1,5,notdelayed
6,7,UA,ORD,2,0,notdelayed
25,5,MQ,ORD,1,0,notdelayed
17,4,AA,DFW,2,5,delayed
2,3,AA,BOS,2,6,delayed
25,5,OO,ORD,2,0,delayed
7,1,AA,LAX,1,9,notdelayed
10,4,AA,DFW,2,4,delayed
16,3,MQ,ORD,2,0,notdelayed
10,4,EV,DFW,2,0,delayed
13,7,DL,EWR,1,2,notdelayed
11,5,UA,ORD,1,6,delayed
17,4,UA,EWR,1,3,delayed
3,4,UA,ORD,2,2,delayed
14,1,DL,JFK,0,9,notdelayed
17,4,AA,DFW,2,4,delayed
11,5,AA,LAX,1,1,delayed
11,5,AA,ORD,1,2,delayed
1,2,WN,DEN,2,4,delayed
22,2,UA,LAX,0,3,notdelayed
13,7,OO,DEN,1,5,delayed
29,2,DL,ORD,1,2,delayed
3,4,EV,ORD,2,1,delayed
16,3,AA,LAX,1,4,delayed
14,1,OO,DEN,1,3,notdelayed
23,3,WN,LAX,2,1,notdelayed
19,6,OO,ORD,0,4,notdelayed
23,3,AA,LAX,2,9,notdelayed
13,7,OO,ORD,0,0,notdelayed
28,1,MQ,ORD,1,0,delayed
21,1,UA,ORD,0,3,notdelayed
16,3,UA,EWR,2,4,notdelayed
4,5,UA,ORD,2,3,delayed
3,4,B6,JFK,1,2,notdelayed
1,2,MQ,DFW,2,2,notdelayed
4,5,AA,DFW,0,3,delayed
19,6,AA,DFW,1,4,delayed
23,3,EV,EWR,1,2,delayed
10,4,DL,JFK,2,3,delayed
28,1,OO,DEN,2,1,notdelayed
13,7,AA,DFW,1,4,notdelayed
8,2,EV,ORD,2,0,delayed
24,4,DL,DEN,2,6,delayed
17,4,EV,ORD,2,2,delayed
20,7,UA,DEN,2,3,notdelayed
22,2,AA,DFW,0,1,notdelayed
24,4,OO,LAX,2,0,notdelayed
21,1,DL,JFK,1,2,delayed
15,2,MQ,ORD,2,4,notdelayed
8,2,AA,DFW,2,2,delayed
8,2,UA,ORD,1,1,delayed
18,5,AA,DFW,2,2,delayed
20,7,EV,ORD,2,1,notdelayed
28,1,AA,DFW,2,4,delayed
16,3,UA,DEN,1,3,notdelayed
17,4,AA,DFW,2,4,delayed
8,2,EV,DFW,0,3,notdelayed
1,2,AA,BOS,1,0,notdelayed
3,4,OO,ORD,1,0,delayed
13,7,OO,LAX,2,0,delayed
17,4,MQ,ORD,2,0,delayed
30,3,EV,EWR,1,2,notdelayed
18,5,WN,DEN,1,1,notdelayed
21,1,WN,DEN,1,1,notdelayed
8,2,AA,DFW,2,1,delayed
7,1,MQ,JFK,1,3,delayed
24,4,MQ,DFW,1,1,notdelayed
27,7,OO,ORD,2,0,notdelayed
2,3,DL,JFK,1,9,notdelayed
16,3,AA,LAX,1,9,delayed
8,2,UA,EWR,1,10,delayed
10,4,AA,DFW,1,5,delayed
25,5,WN,DEN,2,5,notdelayed
10,4,WN,DEN,1,6,delayed
1,2,B6,BOS,1,1,notdelayed
3,4,AA,DFW,1,4,notdelayed
9,3,AA,DFW,2,4,delayed
7,1,WN,LAX,1,2,delayed
7,1,OO,LAX,2,0,notdelayed
6,7,AA,EWR,2,5,delayed
14,1,AA,ORD,1,1,delayed
19,6,DL,ORD,1,0,notdelayed
25,5,WN,LAX,0,3,notdelayed
10,4,AA,DFW,2,3,delayed
28,1,EV,ORD,1,2,notdelayed
17,4,AA,DFW,1,4,delayed
28,1,DL,BOS,0,0,notdelayed
26,6,WN,BOS,1,3,notdelayed
24,4,EV,EWR,2,0,notdelayed
13,7,WN,EWR,2,2,delayed
2,3,B6,JFK,2,0,notdelayed
10,4,MQ,ORD,1,0,notdelayed
20,7,MQ,ORD,2,1,delayed
29,2,DL,EWR,1,2,notdelayed
15,2,OO,LAX,2,0,delayed
4,5,UA,ORD,2,4,delayed
3,4,AA,LAX,2,9,notdelayed
18,5,AA,DFW,1,3,notdelayed
18,5,UA,DEN,2,1,delayed
7,1,AA,EWR,1,5,delayed
9,3,B6,BOS,1,4,notdelayed
11,5,AA,DFW,1,1,notdelayed
14,1,DL,JFK,1,3,notdelayed
7,1,EV,ORD,2,0,notdelayed
13,7,AA,ORD,1,7,delayed
10,4,EV,DFW,1,1,delayed
22,2,UA,ORD,1,3,notdelayed
24,4,B6,JFK,2,1,notdelayed
23,3,B6,JFK,0,10,notdelayed
27,7,B6,JFK,1,3,delayed
27,7,AA,DEN,2,5,notdelayed
20,7,AA,DFW,1,2,notdelayed
19,6,B6,BOS,1,10,delayed
1,2,AA,BOS,0,1,notdelayed
24,4,AA,ORD,1,6,delayed
18,5,MQ,ORD,0,1,delayed
2,3,AA,ORD,0,2,notdelayed
15,2,UA,DEN,1,6,delayed
13,7,OO,LAX,1,1,delayed
8,2,OO,DEN,1,0,delayed
17,4,AA,DFW,1,3,delayed
8,2,OO,ORD,2,0,delayed
15,2,WN,LAX,1,1,notdelayed
17,4,AA,DFW,2,0,delayed
16,3,DL,LAX,2,1,delayed
29,2,UA,DEN,1,6,delayed
22,2,AA,DFW,1,3,notdelayed
21,1,OO,LAX,1,1,delayed
12,6,AA,ORD,1,6,notdelayed
25,5,UA,EWR,1,4,delayed
8,2,B6,LAX,0,9,delayed
11,5,OO,DEN,1,3,delayed
17,4,AA,ORD,1,4,delayed
25,5,AA,LAX,1,9,delayed
30,3,WN,LAX,0,0,notdelayed
19,6,AA,DFW,1,2,notdelayed
10,4,UA,ORD,2,6,delayed
8,2,B6,BOS,0,10,delayed
4,5,OO,LAX,0,4,notdelayed
8,2,DL,JFK,2,10,notdelayed
15,2,OO,LAX,2,1,delayed
17,4,UA,ORD,2,2,delayed
25,5,EV,EWR,2,5,delayed
18,5,WN,DEN,2,3,delayed
8,2,MQ,ORD,1,1,delayed
28,1,AA,ORD,1,6,delayed
8,2,B6,BOS,1,9,delayed
13,7,WN,LAX,2,1,delayed
14,1,OO,ORD,2,1,delayed
11,5,MQ,DFW,2,0,notdelayed
7,1,DL,DEN,0,4,notdelayed
17,4,B6,BOS,1,2,notdelayed
7,1,AA,ORD,2,4,notdelayed
21,1,AA,DFW,1,2,notdelayed
28,1,WN,DEN,1,3,notdelayed
21,1,B6,BOS,2,10,delayed
8,2,OO,ORD,1,3,delayed
12,6,DL,JFK,2,3,delayed
4,5,UA,DEN,1,3,notdelayed
11,5,UA,EWR,0,2,notdelayed
28,1,WN,LAX,1,1,delayed
27,7,UA,ORD,2,4,delayed
13,7,B6,LAX,0,9,notdelayed
5,6,MQ,DFW,1,1,delayed
4,5,OO,DEN,2,1,delayed
18,5,UA,LAX,1,3,delayed
5,6,B6,BOS,1,6,delayed
24,4,OO,ORD,2,2,notdelayed
7,1,MQ,ORD,1,2,notdelayed
22,2,AA,DFW,2,2,delayed
28,1,MQ,DFW,1,0,notdelayed
11,5,AA,ORD,2,2,delayed
17,4,EV,ORD,2,0,notdelayed
4,5,DL,DEN,1,1,notdelayed
16,3,UA,DEN,1,2,notdelayed
18,5,MQ,ORD,0,2,delayed
29,2,OO,LAX,2,3,delayed
9,3,B6,ORD,1,2,delayed
15,2,B6,BOS,2,0,notdelayed
20,7,AA,ORD,1,2,notdelayed
28,1,AA,DFW,2,5,notdelayed
21,1,DL,DEN,2,4,delayed
24,4,EV,ORD,2,0,notdelayed
14,1,MQ,ORD,1,2,notdelayed
30,3,UA,EWR,2,3,delayed
28,1,AA,ORD,1,2,delayed
23,3,AA,JFK,0,9,notdelayed
28,1,UA,EWR,2,8,delayed
11,5,DL,EWR,2,7,notdelayed
6,7,UA,DEN,2,2,notdelayed
12,6,EV,ORD,2,2,delayed
11,5,MQ,DFW,2,0,notdelayed
10,4,AA,BOS,2,0,delayed
3,4,OO,ORD,2,1,delayed
2,3,MQ,ORD,2,0,notdelayed
17,4,AA,DFW,1,4,delayed
26,6,EV,DFW,2,0,notdelayed
23,3,UA,LAX,1,9,delayed
15,2,DL,JFK,2,10,notdelayed
9,3,WN,DEN,1,3,notdelayed
20,7,AA,DFW,1,0,notdelayed
18,5,UA,ORD,2,1,delayed
16,3,B6,JFK,2,4,delayed
24,4,UA,ORD,1,2,notdelayed
4,5,AA,BOS,1,9,notdelayed
26,6,UA,EWR,1,10,notdelayed
28,1,AA,ORD,1,3,delayed
24,4,UA,ORD,1,1,notdelayed
7,1,AA,DEN,1,6,delayed
10,4,AA,DFW,2,3,notdelayed
22,2,OO,ORD,2,2,notdelayed
2,3,UA,EWR,2,9,notdelayed
8,2,UA,DEN,2,3,delayed
12,6,AA,BOS,1,2,delayed
17,4,MQ,DFW,1,1,notdelayed
10,4,AA,BOS,0,5,notdelayed
4,5,AA,DFW,2,3,notdelayed
29,2,MQ,ORD,1,0,delayed
9,3,WN,DEN,2,3,delayed
8,2,UA,ORD,1,3,delayed
27,7,OO,ORD,2,0,notdelayed
9,3,UA,JFK,1,10,delayed
13,7,MQ,DFW,1,2,delayed
18,5,AA,ORD,1,4,notdelayed
13,7,MQ,DFW,2,0,delayed
8,2,UA,BOS,2,6,delayed
25,5,DL,JFK,2,4,delayed
4,5,MQ,ORD,2,1,delayed
4,5,B6,JFK,1,1,delayed
5,6,AA,LAX,2,10,notdelayed
8,2,AA,LAX,2,8,notdelayed
14,1,UA,BOS,2,0,notdelayed
12,6,MQ,ORD,2,0,delayed
6,7,AA,EWR,0,4,notdelayed
20,7,OO,DEN,1,2,notdelayed
15,2,EV,DFW,1,1,delayed
27,7,UA,ORD,1,1,notdelayed
14,1,DL,JFK,1,9,delayed
2,3,AA,BOS,2,1,delayed
18,5,EV,EWR,2,0,delayed
14,1,DL,DFW,1,2,delayed
10,4,AA,BOS,1,0,notdelayed
17,4,AA,DFW,1,1,delayed
17,4,UA,ORD,2,3,delayed
2,3,AA,LAX,0,9,notdelayed
1,2,AA,EWR,1,8,notdelayed
13,7,UA,ORD,2,7,delayed
14,1,UA,ORD,1,6,notdelayed
28,1,MQ,ORD,1,2,delayed
27,7,DL,ORD,1,1,notdelayed
26,6,UA,DEN,0,3,delayed
4,5,AA,DFW,2,1,notdelayed
20,7,UA,EWR,2,0,delayed
21,1,EV,ORD,1,1,notdelayed
11,5,OO,LAX,1,4,delayed
21,1,DL,JFK,2,0,delayed
18,5,MQ,DFW,1,1,delayed
4,5,WN,DEN,1,3,notdelayed
10,4,UA,BOS,1,3,delayed
26,6,MQ,ORD,2,1,delayed
2,3,WN,DEN,1,5,delayed
13,7,EV,EWR,2,2,delayed
25,5,OO,DEN,2,1,delayed
27,7,WN,LAX,2,1,delayed
16,3,OO,LAX,2,1,delayed
19,6,AA,DFW,2,4,delayed
23,3,AA,DFW,1,0,notdelayed
9,3,EV,BOS,2,2,notdelayed
17,4,MQ,DFW,2,1,delayed
14,1,DL,LAX,2,6,delayed
14,1,WN,BOS,0,2,notdelayed
9,3,EV,EWR,1,4,delayed
9,3,EV,EWR,2,2,delayed
29,2,AA,DFW,1,4,delayed
9,3,OO,ORD,1,2,delayed
26,6,EV,EWR,2,2,delayed
3,4,EV,ORD,2,3,delayed
10,4,WN,BOS,1,6,delayed
24,4,AA,ORD,2,1,notdelayed
30,3,EV,ORD,2,2,delayed
20,7,DL,JFK,1,10,notdelayed
30,3,EV,EWR,2,4,delayed
30,3,OO,DEN,0,1,notdelayed
1,2,AA,JFK,2,9,notdelayed
28,1,DL,LAX,1,6,notdelayed
10,4,B6,BOS,2,4,delayed
1,2,UA,EWR,1,1,notdelayed
18,5,DL,DEN,1,4,delayed
15,2,DL,LAX,2,1,delayed
8,2,AA,BOS,2,10,delayed
3,4,B6,BOS,1,1,notdelayed
2,3,MQ,ORD,1,3,delayed
30,3,AA,DFW,0,3,notdelayed
3,4,MQ,ORD,1,0,notdelayed
12,6,MQ,DFW,2,2,notdelayed
14,1,WN,DEN,2,3,delayed
5,6,AA,EWR,0,4,delayed
28,1,DL,EWR,2,7,notdelayed
1,2,MQ,ORD,1,0,delayed
14,1,MQ,ORD,1,0,delayed
12,6,OO,DEN,1,4,delayed
21,1,DL,LAX,0,3,notdelayed
2,3,B6,BOS,2,9,delayed
13,7,AA,DFW,1,3,delayed
10,4,AA,ORD,1,2,notdelayed
6,7,MQ,ORD,1,2,notdelayed
12,6,B6,JFK,2,9,delayed
13,7,OO,DEN,1,2,delayed
29,2,MQ,DFW,1,3,notdelayed
20,7,UA,ORD,2,1,delayed
5,6,AA,LAX,2,10,notdelayed
14,1,WN,DEN,2,6,delayed
16,3,EV,ORD,2,2,notdelayed
5,6,MQ,JFK,1,3,notdelayed
17,4,AA,DEN,1,5,delayed
29,2,OO,ORD,1,5,delayed
14,1,MQ,ORD,2,0,notdelayed
8,2,AA,DFW,2,5,notdelayed
13,7,WN,LAX,1,0,delayed
19,6,AA,DEN,1,2,notdelayed
25,5,AA,DFW,2,3,delayed
2,3,MQ,ORD,2,1,delayed
25,5,OO,DEN,1,2,notdelayed
9,3,AA,DFW,1,2,delayed
11,5,UA,LAX,1,6,delayed
20,7,OO,ORD,1,0,delayed
25,5,WN,DEN,2,3,notdelayed
6,7,UA,EWR,1,19,notdelayed
13,7,AA,EWR,1,2,notdelayed
24,4,UA,LAX,1,10,delayed
23,3,EV,ORD,2,2,notdelayed
20,7,UA,DEN,1,3,notdelayed
10,4,AA,DFW,1,4,delayed
23,3,B6,JFK,2,4,notdelayed
24,4,WN,BOS,1,1,notdelayed
21,1,AA,DFW,2,3,delayed
22,2,EV,DFW,2,0,notdelayed
20,7,DL,LAX,2,10,notdelayed
21,1,WN,DEN,2,6,delayed
29,2,AA,JFK,0,5,notdelayed
1,2,MQ,DFW,1,0,notdelayed
1,2,OO,ORD,1,1,notdelayed
18,5,B6,JFK,2,7,delayed
16,3,OO,ORD,1,1,delayed
1,2,WN,BOS,2,4,delayed
17,4,EV,ORD,2,1,delayed
2,3,AA,DFW,2,3,delayed
3,4,EV,ORD,1,2,notdelayed
1,2,UA,JFK,2,10,delayed
23,3,DL,LAX,0,3,notdelayed
8,2,AA,DFW,2,0,delayed
14,1,AA,DFW,1,4,notdelayed
3,4,UA,JFK,2,10,notdelayed
18,5,B6,ORD,2,3,delayed
14,1,WN,LAX,1,2,delayed
14,1,AA,DFW,1,1,notdelayed
24,4,AA,DFW,2,5,notdelayed
2,3,EV,ORD,1,0,notdelayed
2,3,OO,LAX,2,1,delayed
3,4,AA,DFW,1,0,notdelayed
9,3,AA,LAX,0,9,notdelayed
3,4,UA,DEN,2,3,delayed
21,1,UA,EWR,2,5,notdelayed
9,3,MQ,DFW,2,3,notdelayed
18,5,UA,EWR,1,3,notdelayed
17,4,AA,DFW,2,3,delayed
23,3,AA,DFW,1,2,notdelayed
14,1,UA,DEN,1,5,delayed
